PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Unit Price,Quantity,Discount Pct,Discount Amount,Tax Pct,Tax Amount,Line Total Gross,Line Net,Line Total Inc Tax,Currency,Budget Unit Price,Budget Total,Savings Amount,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-00897,11/11/2023,2023,Q4,November,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,1091.18,162,15,26515.67,5,7512.77,176771.16,150255.49,157768.26,GBP,1254.67,203256.54,53001.05,26.1,10/01/2024,14/01/2024,4,No,64,Finance,CC-001,Alice Johnson,James O'Brien,CON-4589,Framework,29/06/2023,06/03/2025,Paid,Paid,3-Way Match,No,No,Yes,International,41.4
PO-00898,27/06/2022,2022,Q2,June,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,39.51,33,0,0,20,260.77,1303.83,1303.83,1564.6,GBP,35.43,1169.19,-134.64,-11.5,10/07/2022,31/07/2022,21,No,34,Facilities,CC-009,Isla White,Priya Sharma,NO-CONTRACT,Spot,27/06/2022,27/07/2022,Pending,Overdue,2-Way Match,No,No,No,Local,67.8
PO-00899,14/06/2023,2023,Q2,June,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-65578,Monitor,IT Hardware,Monitor,EA,444.79,37,15,2468.58,5,699.43,16457.23,13988.65,14688.08,USD,554.72,20524.64,6535.99,31.8,08/07/2023,04/08/2023,27,No,51,IT,CC-002,Bob Smith,Lisa Chen,NO-CONTRACT,Spot,14/06/2023,14/07/2023,Paid,Pending,No Match,No,No,No,Local,67.8
PO-00900,26/09/2023,2023,Q3,September,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,6.15,108,0,0,5,33.21,664.2,664.2,697.41,GBP,7.03,759.24,95.04,12.5,21/10/2023,14/11/2023,24,No,49,Marketing,CC-004,Nathan Young,James O'Brien,CON-4002,Long-term,07/02/2023,09/08/2023,Overdue,Pending,3-Way Match,No,No,No,International,55.1
PO-00901,30/03/2024,2024,Q1,March,Contract,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-61412,Filing Cabinet,Office Supplies,Filing Cabinet,EA,247.21,160,10,3955.36,5,1779.91,39553.6,35598.24,37378.15,GBP,300.61,48097.6,12499.36,26,28/05/2024,25/05/2024,-3,Yes,56,R&D,CC-008,Henry Martin,James O'Brien,CON-3615,Framework,08/05/2023,03/06/2024,Paid,On Hold,3-Way Match,No,Yes,No,International,50.9
PO-00902,22/10/2024,2024,Q4,October,Standard,Open,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,17.06,70,5,59.71,5,56.72,1194.2,1134.49,1191.21,EUR,17.61,1232.7,98.21,8,13/12/2024,11/12/2024,-2,Yes,50,IT,CC-002,Bob Smith,Tom Reynolds,NO-CONTRACT,Spot,22/10/2024,21/11/2024,Pending,Pending,2-Way Match,No,No,No,International,80.5
PO-00903,01/01/2024,2024,Q1,January,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,34.4,169,0,0,5,290.68,5813.6,5813.6,6104.28,GBP,40.17,6788.73,975.13,14.4,13/01/2024,04/02/2024,22,No,34,R&D,CC-008,Henry Martin,Tom Reynolds,CON-2315,Master Supply,09/05/2023,17/07/2024,Pending,Paid,2-Way Match,No,No,No,International,41.5
PO-00904,12/08/2023,2023,Q3,August,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-37716,Tool Set,Maintenance,Tool Set,EA,384.09,136,0,0,20,10447.25,52236.24,52236.24,62683.49,EUR,346.51,47125.36,-5110.88,-10.8,11/09/2023,20/09/2023,9,No,39,Finance,CC-001,Alice Johnson,Priya Sharma,CON-2650,Framework,11/05/2023,08/02/2024,Overdue,Paid,3-Way Match,No,No,No,International,50.9
PO-00905,17/01/2023,2023,Q1,January,Standard,Disputed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,627.39,157,0,0,20,19700.05,98500.23,98500.23,118200.28,USD,701.1,110072.7,11572.47,10.5,06/02/2023,04/02/2023,-2,Yes,18,IT,CC-002,Leo Walker,Lisa Chen,CON-1957,Master Supply,26/10/2022,26/06/2023,Disputed,On Hold,3-Way Match,No,No,Yes,Local,75.2
PO-00906,12/04/2022,2022,Q2,April,Standard,Open,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,7.63,54,0,0,5,20.6,412.02,412.02,432.62,GBP,9.21,497.34,85.32,17.2,04/06/2022,20/06/2022,16,No,69,Sales,CC-010,Jack Harris,James O'Brien,CON-7798,Framework,18/02/2022,07/02/2025,Overdue,Pending,2-Way Match,No,No,No,International,41.5
PO-00907,15/04/2022,2022,Q2,April,Blanket,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,212,163,0,0,20,6911.2,34556,34556,41467.2,GBP,232.27,37860.01,3304.01,8.7,20/04/2022,20/04/2022,0,Yes,5,R&D,CC-008,Henry Martin,Priya Sharma,NO-CONTRACT,Spot,15/04/2022,15/05/2022,Pending,Paid,3-Way Match,No,No,No,International,80.5
PO-00908,27/06/2024,2024,Q2,June,Standard,Open,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,4007.25,154,5,30855.83,20,117252.13,617116.5,586260.67,703512.8,GBP,3354.78,516636.12,-69624.55,-13.5,28/07/2024,23/07/2024,-5,Yes,26,IT,CC-002,Leo Walker,Lisa Chen,NO-CONTRACT,Spot,27/06/2024,27/07/2024,Overdue,On Hold,2-Way Match,No,No,Yes,Local,75.2
PO-00909,26/02/2024,2024,Q1,February,Standard,Cancelled,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,99.49,87,5,432.78,0,0,8655.63,8222.85,8222.85,GBP,78.87,6861.69,-1361.16,-19.8,26/04/2024,25/05/2024,29,No,89,Operations,CC-003,Clara Davies,Priya Sharma,CON-9995,Spot,30/08/2023,16/06/2025,Pending,On Hold,No Match,Yes,No,No,International,44.8
PO-00910,04/10/2022,2022,Q4,October,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,39.11,32,0,0,0,0,1251.52,1251.52,1251.52,GBP,46.99,1503.68,252.16,16.8,20/11/2022,18/11/2022,-2,Yes,45,R&D,CC-008,Henry Martin,Priya Sharma,CON-8735,Framework,19/03/2022,13/12/2024,Pending,Paid,3-Way Match,No,No,No,International,89.1
PO-00911,17/01/2024,2024,Q1,January,Emergency,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,21.44,189,0,0,5,202.61,4052.16,4052.16,4254.77,USD,18.95,3581.55,-470.61,-13.1,15/02/2024,10/02/2024,-5,Yes,24,Finance,CC-001,Alice Johnson,Tom Reynolds,NO-CONTRACT,Spot,17/01/2024,16/02/2024,Disputed,Overdue,2-Way Match,Yes,No,No,International,75.7
PO-00912,01/08/2023,2023,Q3,August,Blanket,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,184.55,57,0,0,5,525.97,10519.35,10519.35,11045.32,GBP,211.24,12040.68,1521.33,12.6,10/08/2023,06/08/2023,-4,Yes,5,HR,CC-005,Olivia King,Sarah Mitchell,CON-2222,Framework,21/02/2023,14/01/2026,Paid,Paid,3-Way Match,No,Yes,No,Local,67.8
PO-00913,17/01/2024,2024,Q1,January,Blanket,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,758.63,104,0,0,0,0,78897.52,78897.52,78897.52,USD,814.12,84668.48,5770.96,6.8,01/03/2024,27/02/2024,-3,Yes,41,IT,CC-002,Bob Smith,Sarah Mitchell,NO-CONTRACT,Spot,17/01/2024,16/02/2024,Paid,Pending,3-Way Match,No,No,No,Local,67.8
PO-00914,15/11/2022,2022,Q4,November,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,176.88,32,0,0,0,0,5660.16,5660.16,5660.16,GBP,202.87,6491.84,831.68,12.8,07/01/2023,02/01/2023,-5,Yes,48,IT,CC-002,Bob Smith,James O'Brien,CON-6398,Framework,08/09/2022,01/11/2023,Pending,Paid,3-Way Match,No,Yes,No,International,50.9
PO-00915,13/11/2022,2022,Q4,November,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-33454,Network Switch,IT Hardware,Network Switch,EA,3342.34,119,0,0,20,79547.69,397738.46,397738.46,477286.15,GBP,3028.65,360409.35,-37329.11,-10.4,07/01/2023,21/01/2023,14,No,69,Marketing,CC-004,Nathan Young,Priya Sharma,CON-7927,Long-term,19/03/2022,06/02/2023,Paid,Paid,3-Way Match,Yes,Yes,No,International,52
PO-00916,08/09/2022,2022,Q3,September,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,1.83,165,5,15.1,5,14.34,301.95,286.85,301.19,GBP,2.15,354.75,67.9,19.1,19/09/2022,17/09/2022,-2,Yes,9,Marketing,CC-004,David Lee,Lisa Chen,NO-CONTRACT,Spot,08/09/2022,08/10/2022,Paid,Overdue,3-Way Match,No,No,No,International,41.5
PO-00917,27/10/2023,2023,Q4,October,Blanket,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,143.91,145,0,0,5,1043.35,20866.95,20866.95,21910.3,GBP,172.29,24982.05,4115.1,16.5,04/12/2023,09/12/2023,5,No,43,Operations,CC-003,Clara Davies,Lisa Chen,CON-5919,Framework,12/03/2023,07/11/2024,Paid,Paid,3-Way Match,Yes,No,No,International,52
PO-00918,19/05/2022,2022,Q2,May,Blanket,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,162.47,141,15,3436.24,5,973.6,22908.27,19472.03,20445.63,EUR,129.35,18238.35,-1233.68,-6.8,15/06/2022,14/06/2022,-1,Yes,26,Facilities,CC-009,Isla White,James O'Brien,CON-8785,Framework,23/10/2021,08/03/2024,Pending,Overdue,2-Way Match,No,No,No,Local,67.8
PO-00919,24/04/2023,2023,Q2,April,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,16.66,67,0,0,0,0,1116.22,1116.22,1116.22,AUD,19.63,1315.21,198.99,15.1,06/06/2023,02/06/2023,-4,Yes,39,Legal,CC-007,Grace Taylor,Sarah Mitchell,CON-6363,Long-term,17/09/2022,04/12/2023,Pending,Pending,2-Way Match,No,No,No,Local,67.8
PO-00920,29/04/2022,2022,Q2,April,Blanket,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,119.97,87,0,0,0,0,10437.39,10437.39,10437.39,GBP,134.41,11693.67,1256.28,10.7,18/06/2022,26/06/2022,8,No,58,Facilities,CC-009,Isla White,Priya Sharma,NO-CONTRACT,Spot,29/04/2022,29/05/2022,Paid,Paid,3-Way Match,No,No,No,International,63.2
PO-00921,27/02/2023,2023,Q1,February,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,38.31,38,0,0,0,0,1455.78,1455.78,1455.78,USD,45.79,1740.02,284.24,16.3,26/04/2023,17/05/2023,21,No,79,Legal,CC-007,Grace Taylor,Lisa Chen,NO-CONTRACT,Spot,27/02/2023,29/03/2023,Paid,Paid,3-Way Match,No,No,No,Local,67.8
PO-00922,01/02/2024,2024,Q1,February,Standard,Cancelled,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,661.7,60,0,0,0,0,39702,39702,39702,USD,817.99,49079.4,9377.4,19.1,14/03/2024,09/03/2024,-5,Yes,37,Operations,CC-003,Maya Hall,Tom Reynolds,NO-CONTRACT,Spot,01/02/2024,02/03/2024,Disputed,Pending,No Match,No,No,No,International,80.5
PO-00923,29/01/2022,2022,Q1,January,Standard,Cancelled,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,9.11,69,0,0,0,0,628.59,628.59,628.59,EUR,9.42,649.98,21.39,3.3,30/03/2022,25/03/2022,-5,Yes,55,HR,CC-005,Olivia King,Sarah Mitchell,CON-2317,Long-term,22/10/2021,20/07/2023,Disputed,Pending,No Match,No,Yes,No,International,75.7
PO-00924,04/03/2023,2023,Q1,March,Standard,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,1642.12,72,0,0,0,0,118232.64,118232.64,118232.64,USD,1997.06,143788.32,25555.68,17.8,06/04/2023,02/04/2023,-4,Yes,29,R&D,CC-008,Henry Martin,James O'Brien,CON-1087,Master Supply,20/05/2022,19/12/2022,Overdue,Overdue,2-Way Match,No,Yes,No,International,50.9
PO-00925,28/10/2023,2023,Q4,October,Standard,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-20168,Fire Extinguisher,Facilities,Fire Extinguisher,EA,86.98,119,0,0,5,517.53,10350.62,10350.62,10868.15,USD,92.32,10986.08,635.46,5.8,12/11/2023,16/11/2023,4,No,19,Marketing,CC-004,David Lee,Priya Sharma,CON-5890,Long-term,28/09/2023,01/08/2024,Pending,Pending,2-Way Match,No,No,Yes,International,41.6
PO-00926,18/07/2024,2024,Q3,July,Blanket,Open,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-66957,Plastic Resin (kg),Raw Materials,Plastic Resin (kg),KG,4.91,151,0,0,20,148.28,741.41,741.41,889.69,EUR,5.85,883.35,141.94,16.1,24/07/2024,22/07/2024,-2,Yes,4,Marketing,CC-004,Nathan Young,Lisa Chen,CON-1045,Long-term,08/11/2023,13/05/2025,Overdue,Pending,2-Way Match,No,Yes,No,International,63.2
PO-00927,31/07/2022,2022,Q3,July,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-71890,Whiteboard,Office Supplies,Whiteboard,EA,71.15,48,5,170.76,5,162.22,3415.2,3244.44,3406.66,AUD,85.28,4093.44,849,20.7,26/09/2022,22/09/2022,-4,Yes,53,HR,CC-005,Emma Wilson,Lisa Chen,CON-1566,Master Supply,04/05/2022,09/04/2023,Paid,Paid,3-Way Match,No,Yes,No,International,50.9
PO-00928,03/01/2024,2024,Q1,January,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,10.16,16,0,0,20,32.51,162.56,162.56,195.07,GBP,10.89,174.24,11.68,6.7,29/01/2024,20/02/2024,22,No,48,Marketing,CC-004,David Lee,James O'Brien,CON-5666,Master Supply,18/02/2023,02/03/2024,Pending,On Hold,2-Way Match,No,No,No,International,55.1
PO-00929,01/12/2022,2022,Q4,December,Standard,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,3239.87,145,0,0,20,93956.23,469781.15,469781.15,563737.38,GBP,4049.7,587206.5,117425.35,20,14/12/2022,11/12/2022,-3,Yes,10,Operations,CC-003,Clara Davies,Lisa Chen,NO-CONTRACT,Spot,01/12/2022,31/12/2022,Pending,Pending,No Match,No,No,No,International,55.1
PO-00930,02/10/2022,2022,Q4,October,Contract,Cancelled,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-64270,Pens & Stationery,Office Supplies,Pens & Stationery,Box,39.01,103,0,0,5,200.9,4018.03,4018.03,4218.93,EUR,43.92,4523.76,505.73,11.2,24/10/2022,27/10/2022,3,No,25,Legal,CC-007,Grace Taylor,Tom Reynolds,CON-5394,Framework,17/12/2021,09/01/2023,Pending,On Hold,No Match,No,Yes,Yes,International,41.4
PO-00931,21/03/2024,2024,Q1,March,Standard,Cancelled,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-52337,Cleaning Supplies,Facilities,Cleaning Supplies,Box,54.08,60,0,0,0,0,3244.8,3244.8,3244.8,USD,66.91,4014.6,769.8,19.2,12/04/2024,10/04/2024,-2,Yes,20,Marketing,CC-004,Nathan Young,Lisa Chen,CON-7531,Spot,07/09/2023,18/06/2024,Disputed,Pending,No Match,No,No,No,Local,67.8
PO-00932,14/04/2023,2023,Q2,April,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-31689,Training Material,HR & Training,Training Material,Box,214.96,137,10,2944.95,5,1325.23,29449.52,26504.57,27829.8,GBP,262.5,35962.5,9457.93,26.3,01/05/2023,27/04/2023,-4,Yes,13,Procurement,CC-006,Frank Brown,Tom Reynolds,CON-6810,Framework,03/11/2022,06/08/2023,Pending,Paid,3-Way Match,No,No,Yes,International,41.6
PO-00933,02/05/2023,2023,Q2,May,Emergency,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,588.09,152,0,0,0,0,89389.68,89389.68,89389.68,EUR,635.15,96542.8,7153.12,7.4,15/05/2023,07/06/2023,23,No,36,Marketing,CC-004,Nathan Young,Tom Reynolds,NO-CONTRACT,Spot,02/05/2023,01/06/2023,Paid,Pending,2-Way Match,No,No,Yes,Local,75.2
PO-00934,21/10/2023,2023,Q4,October,Blanket,Closed,SUP-009,Delta Engineering,Netherlands,Europe,2,Approved,Medium,52.1326,5.2913,Net 45,ITEM-57013,Cloud Storage (TB),IT Software,Cloud Storage (TB),TB,95.08,2,0,0,20,38.03,190.16,190.16,228.19,GBP,107.55,215.1,24.94,11.6,26/11/2023,09/12/2023,13,No,49,Marketing,CC-004,David Lee,Tom Reynolds,CON-3787,Long-term,23/04/2023,25/01/2024,Pending,Paid,2-Way Match,No,No,No,International,63.2
PO-00935,17/08/2023,2023,Q3,August,Contract,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,6001.89,129,5,38712.19,5,36776.58,774243.81,735531.62,772308.2,EUR,7136.88,920657.52,185125.9,20.1,14/10/2023,14/10/2023,0,Yes,58,Operations,CC-003,Maya Hall,Priya Sharma,CON-8828,Master Supply,22/01/2023,05/10/2025,Pending,Paid,2-Way Match,No,No,No,International,80.5
PO-00936,11/12/2022,2022,Q4,December,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,321.13,21,5,337.19,5,320.33,6743.73,6406.54,6726.87,GBP,340.02,7140.42,733.88,10.3,27/12/2022,28/12/2022,1,No,17,Facilities,CC-009,Isla White,Tom Reynolds,CON-7647,Master Supply,11/07/2022,08/04/2024,Paid,Pending,3-Way Match,No,No,No,International,75.7
PO-00937,14/12/2022,2022,Q4,December,Blanket,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,3.72,147,0,0,0,0,546.84,546.84,546.84,EUR,4.47,657.09,110.25,16.8,29/01/2023,27/01/2023,-2,Yes,44,IT,CC-002,Leo Walker,James O'Brien,NO-CONTRACT,Spot,14/12/2022,13/01/2023,Paid,On Hold,2-Way Match,No,No,Yes,International,52.3
PO-00938,18/04/2022,2022,Q2,April,Contract,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,1577.47,123,5,9701.44,20,36865.47,194028.81,184327.37,221192.84,EUR,1623.29,199664.67,15337.3,7.7,01/06/2022,03/06/2022,2,No,46,IT,CC-002,Bob Smith,Lisa Chen,NO-CONTRACT,Spot,18/04/2022,18/05/2022,Paid,Pending,3-Way Match,No,No,Yes,International,77.2
PO-00939,07/08/2024,2024,Q3,August,Standard,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,133.74,178,0,0,0,0,23805.72,23805.72,23805.72,GBP,165.08,29384.24,5578.52,19,12/09/2024,12/09/2024,0,Yes,36,HR,CC-005,Emma Wilson,James O'Brien,NO-CONTRACT,Spot,07/08/2024,06/09/2024,Pending,Overdue,2-Way Match,No,No,Yes,International,41.6
PO-00940,23/09/2022,2022,Q3,September,Standard,Closed,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-62127,Lubricant (L),Maintenance,Lubricant (L),LTR,10.31,147,0,0,5,75.78,1515.57,1515.57,1591.35,GBP,10.93,1606.71,91.14,5.7,03/10/2022,01/10/2022,-2,Yes,8,Operations,CC-003,Clara Davies,Tom Reynolds,CON-4368,Master Supply,25/02/2022,19/12/2022,Disputed,Pending,3-Way Match,No,No,Yes,International,52.3
PO-00941,10/06/2024,2024,Q2,June,Standard,Open,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,1372.42,74,0,0,20,20311.82,101559.08,101559.08,121870.9,GBP,1461.94,108183.56,6624.48,6.1,15/07/2024,15/07/2024,0,Yes,35,Procurement,CC-006,Frank Brown,James O'Brien,CON-1518,Long-term,22/06/2023,19/07/2024,Pending,Overdue,No Match,No,No,Yes,International,52.3
PO-00942,27/05/2024,2024,Q2,May,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,6.5,141,0,0,0,0,916.5,916.5,916.5,GBP,7.88,1111.08,194.58,17.5,10/07/2024,09/07/2024,-1,Yes,43,IT,CC-002,Leo Walker,Tom Reynolds,NO-CONTRACT,Spot,27/05/2024,26/06/2024,Pending,Paid,2-Way Match,No,No,No,International,44.8
PO-00943,11/12/2022,2022,Q4,December,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,12349.7,129,5,79655.57,20,302691.15,1593111.3,1513455.73,1816146.88,EUR,13322.5,1718602.5,205146.77,11.9,16/12/2022,28/12/2022,12,No,17,Operations,CC-003,Maya Hall,Lisa Chen,CON-4692,Long-term,02/10/2022,01/06/2024,Paid,Pending,3-Way Match,No,No,Yes,International,77.2
PO-00944,30/06/2023,2023,Q2,June,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-36437,Server Rack,IT Hardware,Server Rack,EA,6050.13,129,10,78046.68,20,140484.02,780466.77,702420.09,842904.11,GBP,4893.53,631265.37,-71154.72,-11.3,22/07/2023,18/07/2023,-4,Yes,18,HR,CC-005,Emma Wilson,Tom Reynolds,NO-CONTRACT,Spot,30/06/2023,30/07/2023,Paid,Overdue,3-Way Match,No,No,Yes,Local,75.2
PO-00945,28/12/2024,2024,Q4,December,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,735.2,166,0,0,20,24408.64,122043.2,122043.2,146451.84,GBP,765.78,127119.48,5076.28,4,03/02/2025,02/02/2025,-1,Yes,36,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-7146,Framework,26/03/2024,01/11/2026,Pending,Overdue,3-Way Match,Yes,No,No,International,52
PO-00946,15/08/2024,2024,Q3,August,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,2497.36,18,0,0,5,2247.62,44952.48,44952.48,47200.1,GBP,3054.08,54973.44,10020.96,18.2,12/09/2024,11/09/2024,-1,Yes,27,Finance,CC-001,Alice Johnson,Sarah Mitchell,NO-CONTRACT,Spot,15/08/2024,14/09/2024,Pending,Pending,3-Way Match,No,No,No,International,75.7
PO-00947,25/03/2022,2022,Q1,March,Emergency,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,216.35,61,0,0,5,659.87,13197.35,13197.35,13857.22,JPY,222.33,13562.13,364.78,2.7,13/04/2022,13/04/2022,0,Yes,19,HR,CC-005,Olivia King,James O'Brien,CON-5024,Master Supply,12/03/2022,18/10/2023,Paid,Paid,2-Way Match,Yes,No,No,International,52
